Rank,Page Name,Page ID,Active Ads Found,Count Capped,Oldest Active Ad,Days Running,Page Likes,Verified,Facebook URL,Library URL,Sample Ad ID,From Cache
11,Hardyn,1561472674096591,100,True,27/01/2025,573,8933,False,https://www.facebook.com/100087115458385/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=1561472674096591,634498859198192,False
12,Murilo Herbst,2252051948396731,100,True,10/07/2026,44,6102,False,https://www.facebook.com/muriloherbst.training/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=2252051948396731,955383730840493,False
13,Floripa Calistenia,399019933303947,100,True,26/06/2026,58,140953,False,https://www.facebook.com/floripacalistenia/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=399019933303947,1543210647275142,False
14,Floripa Calistenia 4,1025499087312446,100,True,25/07/2026,29,214,False,https://www.facebook.com/61585038277823/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=1025499087312446,921763280210830,False
15,Vizzela,198043354421110,100,True,03/03/2026,173,311,False,https://www.facebook.com/100044697218191/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=198043354421110,1535917098322704,False
16,Floripa Calistenia 3,979597968574526,100,True,24/07/2026,30,313,False,https://www.facebook.com/61585002933835/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=979597968574526,1059076280151410,False
17,Skelt Cosmetics,272241489567826,100,True,25/05/2026,90,0,False,https://www.instagram.com/_u/jjessicastroo,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=272241489567826,1512333080299840,False
18,Leo Moura XFIT,109065182258237,100,True,19/03/2026,157,11659,False,https://www.facebook.com/100094497626140/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=109065182258237,26873596415605333,False
19,Teacher Poli,238736745982689,100,True,05/06/2026,79,18699,False,https://www.facebook.com/61555913889428/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=238736745982689,1485246293285830,False
20,Zencial,100913452775832,100,True,07/05/2026,108,23123,False,https://www.facebook.com/zencial.cosmeticos/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=100913452775832,815458364658302,False
21,Thaize Tavares,263286476862815,100,True,25/05/2026,90,2969,False,https://www.facebook.com/61556788689836/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=263286476862815,1593944222179370,False
22,Roupas Para Sacoleiras,105183112647713,100,True,02/06/2026,82,37982,False,https://www.facebook.com/100094707578792/,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&search_type=page&view_all_page_id=105183112647713,1374832484492903,False
